0,0,8597
1,0.3325,8480
2,0.665,8553
3,0.9975,8141
4,1.33,8121
5,2.66,8737
6,3.325,8538
7,3.99,8365
8,5.32,9096
9,5.586,8713
10,5.852,8221
11,6.118,7907
12,6.384,7592
13,6.65,8179
14,7.98,7420
15,8.42333333333333,8026
16,8.86666666666667,8509
17,9.31,8511
18,10.64,8146
19,11.97,8408
20,12.635,8341
21,13.3,9624
22,13.6325,9332
23,13.965,8938
24,14.2975,8854
25,14.63,8691
26,15.96,9267
27,16.4033333333333,9206
28,16.8466666666667,8554
29,17.29,8197
30,17.955,8530
31,18.62,9006
32,19.285,7887
33,19.95,7196
34,20.3933333333333,8674
35,20.8366666666667,8813
36,21.28,8964
37,22.61,7778
38,23.94,8410
39,24.3833333333333,8303
40,24.8266666666667,8864
41,25.27,9808
42,25.7133333333333,9295
43,26.1566666666667,8113
44,26.6,7693
45,27.265,8651
46,27.93,9428
47,28.3733333333333,9353
48,28.8166666666667,8296
49,29.26,7664
50,29.7033333333333,8116
51,30.1466666666667,8443
52,30.59,9727
53,31.255,8741
54,31.92,7394
55,32.3633333333333,8082
56,32.8066666666666,8140
57,33.25,9639
58,33.6933333333333,8864
59,34.1366666666666,7790
60,34.58,7325
61,35.0233333333333,7340
62,35.4666666666666,9155
63,35.91,9258
64,36.575,7996
65,37.24,8347
66,38.57,7879
67,39.0133333333333,8359
68,39.4566666666666,9531
69,39.9,9800
70,40.3433333333333,9165
71,40.7866666666666,8296
72,41.23,7212
73,41.5625,8170
74,41.895,9078
75,42.2275,9214
76,42.56,9245
77,43.225,7700
78,43.89,7484
79,44.2225,7682
80,44.555,8045
81,44.8875,9252
82,45.22,9889
83,45.6633333333333,8387
84,46.1066666666666,8094
85,46.55,6861
86,46.8825,7346
87,47.215,8161
88,47.5475,9380
89,47.88,9815
90,48.2125,9415
91,48.545,8823
92,48.8775,7196
93,49.21,6982
94,49.6533333333333,7314
95,50.0966666666666,7960
96,50.54,9872
97,50.7616666666666,9640
98,50.9833333333333,9438
99,51.205,8467
100,51.4266666666666,7663
101,51.6483333333333,7241
102,51.87,7139
103,52.2025,7145
104,52.535,9082
105,52.8675,9681
106,53.2,9692
107,53.6433333333333,9151
108,54.0866666666666,8157
109,54.53,7098
110,54.7516666666666,7116
111,54.9733333333333,7352
112,55.195,7139
113,55.4166666666666,8189
114,55.6383333333333,9124
115,55.86,9464
116,56.1259999999999,9260
117,56.392,9041
118,56.658,8118
119,56.924,7770
120,57.1899999999999,6814
121,57.4559999999999,6914
122,57.722,7890
123,57.988,8065
124,58.2539999999999,8682
125,58.5199999999999,9909
126,58.7416666666666,9640
127,58.9633333333333,9051
128,59.1849999999999,8490
129,59.4066666666666,7730
130,59.6283333333333,7063
131,59.8499999999999,7143
132,61.1799999999999,6554
133,61.4016666666666,7424
134,61.6233333333333,7191
135,61.8449999999999,8482
136,62.0666666666666,9350
137,62.2883333333333,9492
138,62.5099999999999,9495
139,62.6762499999999,9417
140,62.8424999999999,9209
141,63.0087499999999,9340
142,63.1749999999999,9021
143,63.3412499999999,8203
144,63.5074999999999,7543
145,63.6737499999999,7496
146,63.8399999999999,7025
147,63.9877777777777,7910
148,64.1355555555555,7628
149,64.2833333333333,8353
150,64.4311111111111,8695
151,64.5788888888888,9682
152,64.7266666666666,9654
153,64.8744444444444,9801
154,65.0222222222222,10107
155,65.1699999999999,10185
156,65.6133333333333,9526
157,66.0566666666666,8928
158,66.4999999999999,8925
159,67.8299999999999,9114
160,68.0959999999999,9029
161,68.3619999999999,7888
162,68.6279999999999,7768
163,68.8939999999999,7628
164,69.1599999999999,6730
165,70.4899999999999,7159
166,71.1549999999999,7025
167,71.8199999999999,7836
168,72.4849999999999,7798
169,73.1499999999999,7556
170,73.8149999999999,7827
171,74.4799999999999,8091
172,75.1449999999999,7947
173,75.8099999999999,7801
174,75.9429999999999,8286
175,76.0759999999999,8228
176,76.2089999999999,8626
177,76.3419999999999,9141
178,76.4749999999999,9017
179,76.6079999999999,9148
180,76.7409999999999,9070
181,76.8739999999999,9785
182,77.0069999999999,9837
183,77.1399999999999,10066
184,77.8049999999999,9961
185,78.4699999999999,9854
186,79.1349999999999,10084
187,79.7999999999999,9945
188,80.4649999999999,10160
189,81.1299999999999,9940
190,82.4599999999999,10218
191,83.7899999999999,10102
192,84.2333333333332,10105
193,84.6766666666666,9865
194,85.1199999999999,9783
195,85.7849999999999,10179
